id,name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
27410,Blueberry Swirl Cheesecake,9717,carolinafan,PT40M,PT15M,PT55M,2002-05-06T16:31:00Z,Make and share this Blueberry Swirl Cheesecake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/41/0/picfIFe3y.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/41/0/nxDmBsrVQpS9DNWUGmgW_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/41/0/pico7XhHI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/41/0/pic9yqQXz.jpg"")",Cheesecake,"c(""Dessert"", ""Berries"", ""Fruit"", ""< 60 Mins"")","c(""2"", ""1/2"", ""1/4"", ""2"", ""1"", ""1"")","c(""cream cheese"", ""sugar"", ""vanilla extract"", ""eggs"", ""9-inch graham cracker crust"")",5.0,8.0,543.2,28.2,12.9,109.0,379.7,67.4,2.4,53.9,6.5,8.0,,"c(""In a mixing bowl, beat cheese, sugar and vanilla until smooth."", ""Add eggs, beating just until combined."", ""Pour into crust."", ""Drop 1/2 cup of pie filling by heaping teaspoonfuls onto the cream cheese mixture; cut through with a knife to swirl the pie filling."", ""Bke at 350 degrees for 35-40 minutes or until center is almost set."", ""Cool on a wire rack."", ""Chill for 2 hours."", ""Top with remaining pie filling."")"
386459,Oregon Blackberry Upside-Down Cake,602283,Johns in the Kitchen,PT40M,PT10M,PT50M,2009-08-20T14:36:00Z,"This is a quick fix dessert that goes over really well, especially when served warm with french vanilla ice cream",character(0),Dessert,"c(""Low Protein"", ""Healthy"", ""< 60 Mins"", ""Easy"")","c(""2"", ""1/2"", ""2"", ""4"", ""1/2"", ""1/2"", ""1"", ""3/4"", ""1/4"", ""1 1/2"", ""1/4"")","c(""fresh blackberries"", ""sugar"", ""cornstarch"", ""shortening"", ""vanilla"", ""sugar"", ""egg"", ""all-purpose flour"", ""salt"", ""baking powder"", ""milk"")",5.0,2.0,312.1,10.1,2.7,32.4,205.9,53.1,3.0,35.7,3.7,6.0,1 cake,"c(""Pre-heat oven to 350°F."", ""In a bowl toss together the first three ingredients; Blackberries, sugar and cornstarch, mashing only a few of the berries.  Pour this into an 8-inch square cake pan."", ""Cream together shortening, sugar, and vanilla.  Add egg and beat well."", ""Sift flour, baking powder, and salt and add to mixture, add milk and stir well to mix."", ""Spoon batter over berry mixture carefully trying to spread evenly."", ""Bake for 40 minutes at 350°F."", ""Allow to cool somewhat before serving.""
)"
144349,Caramel Apple Oven Pancake,254805,akgrown,PT35M,PT30M,PT1H5M,2005-11-09T17:29:00Z,Make and share this Caramel Apple Oven Pancake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/43/49/cJ92R7drTZG0gxsEL5Sw_Caramel%20Apple%20Oven%20Pancake.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/43/49/pic7o0V34.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/43/49/picnNmms6.jpg"")",Breakfast,"c(""Apple"", ""Fruit"", ""Brunch"", ""Oven"", ""< 4 Hours"")","c(""5"", ""6"", ""1/4"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1"", ""3"")","c(""butter"", ""brown sugar"", ""cinnamon"", ""apple"", ""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""buttermilk"", ""egg"", ""butter"")",5.0,19.0,467.8,25.1,15.4,110.0,578.5,55.1,1.7,29.6,7.2,4.0,,"c(""Preheat oven to 400 degrees. Spray 9-inch pie pan with non-stick spray."", ""In small pan melt butter and add brown sugar. Cook until sugar melts, about 4 minutes, stir in cinnamon."", ""Pour into prepared pan. Arrange apple slices evenly on top. set aside."", ""Sift together flour, sugar, baking powder, baking soda, and salt. Add buttermilk and egg and whisk until blended. Stir in melted butter."", ""Pour over apples covering evenly. Bake for 25 minutes or until golden brown on edges."", ""Remove from oven and let sit for 10 minutes."", 
""Invert onto serving dish."")"
487695,Chocolate Almond Cake #RSC,2422078,palak malik,PT25M,PT20M,PT45M,2012-09-27T17:12:00Z,"Ready, Set, Cook!  Reynolds Wrap Contest Entry.  well its all about having soft sponge cake which melts inside your mouth.
It make you want to eat again and again.
Its traditionally dark chocolate made from ghana.
Appropriate measures will help you giving best results.",character(0),Dessert,"c(""Asian"", ""Indian"", ""Weeknight"", ""< 60 Mins"", ""Reynolds Wrap Contest"", ""Easy"", ""Inexpensive"")","c(""1/2"", ""200"", ""150"", ""100"", ""2 1/2"", ""15"", ""4"", ""1/2"", ""1 1/2"", ""2"", NA)","c(""dark chocolate"", ""heavy cream"", ""butter"", ""eggs"", ""baking powder"", ""sugar"", ""hot water"")",,,3917.1,373.7,218.1,307.4,599.3,261.8,102.5,82.6,92.5,,8 pieces,"c(""Take a bowl  mix sugar and butter for 3minites."", ""after that put eggs in it and beat it well untill the sugar and butter completely dissolves in the eggs."", ""Take a bowl and melt the chocolate."", ""In the miture of eggs put maida,almonds  and melted chocolate ."", ""Once everything is mixed."", ""Grease the dish with butter and maida."", ""Then put the mixture in d dish."", ""pre heat the oven."", ""then place the dish at 120 c for 25 minutes."", ""Now for decorating the cake."", ""roast then almonds in silverfoil in oven for 5 minute."", 
""then let it cool down."", ""take a small bowl put cream , 2 tablespoon melted chocolate and biscuits."", ""coating is ready."", ""Take out the cake and use the coating on it."")"
311477,Chocolate Key Lime Cupcake Pies,251917,Mom2Rose,PT20M,PT30M,PT50M,2008-07-02T02:58:00Z,Make and share this Chocolate Key Lime Cupcake Pies recipe from Food.com.,character(0),Dessert,"c(""Lime"", ""Citrus"", ""Fruit"", ""Kid Friendly"", ""< 60 Mins"")","c(""1"", ""1/2"", ""3"", ""1 1/2"", ""2"", ""1/3"", ""3"", NA)","c(""butter"", ""cream cheese"", ""sugar"", ""key lime zest"", ""key lime juice"", ""eggs"")",,,474.6,31.7,18.6,136.0,363.3,42.6,0.8,31.6,7.4,12.0,12 cupcake pies,"c(""Preheat oven to 350°."", ""Place 12 jumbo-size aluminum foil baking cups in lightly greased muffin pans, and coat with cooking spray."", ""Pulse chocolate wafer cookies in a food processor 8 to 10 times or until finely crushed."", ""Stir together cookie crumbs and butter; firmly press on bottom and two-thirds up sides of each baking cup (about 3 tablespoons crumbs per cup)."", ""Beat cream cheese and sugar at medium speed with an electric mixer until blended."", ""Add lime zest and lime juice, beating at low speed until well blended."", 
""Add eggs, 1 at a time, beating just until yellow disappears after each addition."", ""Spoon mixture into prepared cups, filling completely full."", ""Bake at 350° for 20 minutes or until set."", ""Cool in pans on wire racks 15 minutes."", ""Remove from pans to wire racks, and let cool 15 minutes or until completely cool."", ""Cover and chill 4 hours."", ""Garnish, if desired."")"
235094,Healthy Carrot Cake (Except the Frosting!),298757,packeyes,PT1H,PT30M,PT1H30M,2007-06-15T22:04:00Z,This is a yummy carrot cake that is delicious.  I got the recipe from the Jack LaLanne's power juicer cookbook and use my juicer to make the carrot and apple pulp needed.  I completely take away all healthy aspects of this carrot cake by slathering it with icing.  The cake itself is a little dry - but the icing makes if perfect!,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/50/94/picB124gV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/50/94/picO8OOwo.jpg"")",Dessert,"c(""Vegetable"", ""< 4 Hours"", ""Easy"")","c(""3 1/2"", ""1/2"", ""1"", ""1"", ""3"", ""1"", ""3"", ""1"", ""2"", ""2"", ""1 1/2"", NA)","c(""carrots"", ""apple"", ""canola oil"", ""honey"", ""eggs"", ""vanilla"", ""whole grain wheat flour"", ""baking soda"", ""cinnamon"", ""nutmeg"", ""walnuts"", ""Cinnamon  Cream Cheese Frosting"")",,,583.4,35.7,3.4,63.5,427.4,62.6,7.7,31.3,10.1,10.0,1 two-tiered cake,"c(""Preheat oven to 350."", ""Mix together apple pulp, carrot pulp and oil."", ""Add in the honey, eggs, and vanilla."", ""In a separate bowl combine flour, baking soda, cinnamon and nutmeg.  Mix in with the wet ingredients."", ""Stir in walnuts."", ""Grease 2 round cake pans.  Put half the mixture in each pan."", ""Bake for about 1 hour.  I always check on mine after about 45 minutes."", ""Let cool for 5-10 minutes.  Take cakes out of pan and onto a cooling rack until almost all the way cooled off."", ""Put one cake upside down on a plate.  Cover with frosting.  Put the other cake right side up on top of the upside down one.  Cover the entire cake (top and sides) with frosting."", 
""I usually put aside a small part of the frosting and color part of it orange and part of it green with food coloring and make carrots on the top of the cake (as best I can - my artistic talents are extremely limited!)."", ""ENJOY!"")"
292603,Lemon Pull-Apart Coffee Cake,140132,mommyoffour,PT25M,PT10M,PT35M,2008-03-19T01:53:00Z,We love coffee cake and this one is very good. Its refreshing to get the zest in a bite of cake.  Really good.,character(0),Breads,"c(""Breakfast"", ""< 60 Mins"")","c(""1/4"", ""1/4"", ""1/4"", ""2"", ""2"", ""1"")","c(""sugar"", ""raisins"", ""walnuts"", ""lemon zest"", ""butter"")",,,296.8,14.7,4.7,10.2,655.2,38.7,1.5,16.6,4.5,6.0,,"c(""Heat oven to 375."", ""Line bottom of 8 or 9 inch round cake pan with waxed paper."", ""In large bowl, combine all ingredients except biscuits."", ""Mix well."", ""Separate dough into 10 biscuits."", ""Cut each into quarters."", ""Place biscuit pieces in sugar mixture and toss to coat."", ""Arrange in single layer in waxed paper lined pan."", ""Sprinkle top with any remaining sugar mixture."", ""Bake at 375 for 20 - 25 minutes or until deep golken brown."", ""Run knife around side of pan to loosen."", ""Invert onto serving plate."", 
""Cut into wedges or pull apart."")"
287583,Cajun Patty Cakes,769958,Mr Dan1960,PT15M,PT1H30M,PT1H45M,2008-02-22T20:07:00Z,"This is a simple tasty dish I whipped up to serve to friends during summer picnics and is also good for those cold winter days when you're stuck indoors and you want to kick it a little.
You can eat the cakes as is or put them on buns {I Like Putting Them On Whole Wheat Buns With A Dollop of Spicy Garlic Dill Mayo}.",character(0),Lunch/Snacks,"c(""Pork"", ""Poultry"", ""Meat"", ""Cajun"", ""Creole"", ""Beginner Cook"", ""< 4 Hours"", ""Easy"", ""Inexpensive"")","c(""1"", ""1"", ""1/2"", ""1/2"", ""1/4"", ""1/2"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/2"", ""1/4"", ""3/4"", ""1"", ""1/2"", ""2"", ""2"", ""3"")","c(""cooked pork"", ""green pepper"", ""carrot"", ""red onion"", ""egg"", ""garlic powder"", ""cayenne powder"", ""dry mustard"", ""mayonnaise"", ""Worcestershire sauce"", ""mayonnaise"", ""dry mustard"", ""honey"", ""cayenne pepper"")",,,1448.2,108.6,16.8,214.9,1690.0,74.1,4.3,24.3,48.0,,10 3oz. Cakes,"c(""Set bread crumbs aside; shredded cooked meat and combine with remaining ingredients  until mixed well. Form mixture into 3-ounce cakes. Roll each cake in bread crumbs. Place cakes in freezer for 1 hour, to set up. Sautè on medium heat until each cake is golden brown and heated through. Serve with special sauce."", ""The Special Sauce: put together - 1 cup mayonnaise, 1/2 teaspoon dry mustard, 2 tablespoons honey, and 2 tablespoons cayenne pepper. { In a small bowl combine all of the ingredients and mix well. Refrigerate until ready to use.} Yield: 1 1/4 cups.""
)"
13918,Dom Deluise King Crown Cake,21641,Nicole Brummett,,PT20M,PT20M,2001-11-07T13:33:00Z,"Another recipe from Dom's children's book, King Bob's New Clothes. This is a great way for the kids to make dessert, and have fun at the same time.",character(0),Dessert,"c(""Lunch/Snacks"", ""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""Low Protein"", ""Kid Friendly"", ""< 30 Mins"", ""Easy"")","c(""4"", ""1"", ""1"", NA, NA)","c(""crushed pineapple"", ""Cool Whip"", ""fresh strawberries"")",,,389.1,21.9,14.0,45.4,352.8,43.8,0.5,21.3,5.9,4.0,,"c(""Place the first pancake on a platter, then in order spread 2 tablespoons of crushed pineapple, and 2 tablespoons of Cool Whip."", ""Follow layers until all the pancakes are used."", ""Spread remaining Cool Whip on top and sides of stack."", ""Place strawberries (rubies) on the top outer rim of the cake."", ""Add the candies as the crown jewels."")"
288848,Kahlua and Orange Cupcakes,37779,ratherbeswimmin,PT20M,PT20M,PT40M,2008-02-27T00:12:00Z,Make and share this Kahlua and Orange Cupcakes recipe from Food.com.,character(0),Dessert,"c(""< 60 Mins"", ""Easy"")","c(""1"", ""1"", ""2"", ""4"", ""1"", ""2"", ""1/2"", ""1/4"", ""2"", ""1"")","c(""sweet butter"", ""self-rising flour"", ""eggs"", ""powdered sugar"", ""sweet butter"", ""sour cream"", ""Kahlua"", ""orange zest"")",4.0,1.0,309.7,17.3,10.5,89.1,196.0,35.6,0.4,24.9,3.0,,18 cupcakes,"c(""Preheat oven to 350°; place 18 paper baking cups in muffin pans."", ""In a bowl, combine all the cupcake ingredients; beat with an electric mixer until smooth and pale, about 2-3 minutes."", ""Spoon batter into the cups; bake 20 minutes."", ""Remove pan from oven and cool for 5 minutes; then remove cupcakes and cool on a rack."", ""Make frosting: beat the powdered sugar and butter in a bowl until soft and creamy."", ""Beat in the sour cream, Kahula, and orange zest."", ""Swirl onto the cooled cupcakes."")"
422385,Red Velvet Cheesecake Cake,319847,ellie3763,PT1H15M,PT50M,PT2H5M,2010-05-01T08:41:00Z,from &quot;erin's food files&quot; - http://www.erinsfoodfiles.com/2010/04/lincolns-red-velvet-cheesecake-cake.html,character(0),Cheesecake,"c(""Dessert"", ""< 4 Hours"")","c(""1 1/4"", ""3/4"", ""1/2"", ""1/4"", ""2"", ""1/2"", ""2 1/2"", ""1 1/2"", ""1"", ""1"", ""1"", ""2"", ""1 1/2"", ""1"", ""2"", ""1"", ""1"", ""12"", ""12"", ""1 1/2"", ""3"", ""1"")","c(""cream cheese"", ""sugar"", ""lemon zest"", ""coarse salt"", ""eggs"", ""sour cream"", ""cake flour"", ""sugar"", ""baking soda"", ""cocoa powder"", ""salt"", ""eggs"", ""buttermilk"", ""vanilla extract"", ""white distilled vinegar"", ""cream cheese"", ""butter"", ""vanilla extract"", ""confectioners' sugar"", ""white chocolate"", ""dark chocolate"")",,,1130.0,80.8,36.7,219.7,785.1,93.6,0.6,68.3,11.4,12.0,1 cake,"c(""For cheesecake:."", ""Preheat oven to 325 degrees. Set a kettle of water to boil. Using an electric mixer, beat cream cheese on medium until fluffy, scraping down side of bowl."", ""Gradually add sugar, beating until fluffy. Beat in lemon zest and juice, and salt."", ""Beat in eggs, one at a time, scraping down side of bowl after each addition."", ""Beat in sour cream."", ""Cut parchment paper in a circle and line the bottom of the cheesecake pan. Wrap bottom half of pan in foil. Pour in filling; place in a roasting pan. Pour in boiling water to come halfway up side of springform. Bake until just set in center, about 45 minutes. Remove pan from water; let cool 20 minutes. Run a paring knife around edge; let cool completely. Cover; chill overnight, then wrap in plastic wrap and freeze."", 
""For the cake:."", ""Preheat oven to 350°. Sift together flour, sugar, baking soda, cocoa, and salt into a medium bowl."", ""Beat eggs, oil, buttermilk, food coloring, vanilla, and vinegar in a large bowl with an electric mixer until well combined."", ""Add dry ingredients and beat until smooth, about 2 minutes."", ""Divide batter evenly between 2 greased and floured 9\"" round cake pans and bake 25-30 minutes, rotating halfway through, until a toothpick inserted in the center of each cake comes out clean. Let cakes cool 5 minutes, then invert each onto a plate, then invert again onto a cooling rack. Let cakes cool completely, then level."", 
""Frosting:."", ""Beat cream cheese, butter, and vanilla together in a large bowl with an electric mixer until combined."", ""Add sugar and beat until frosting is light and fluffy, 5–7 minutes."", ""Assembly:."", ""Place bottom cake layer on cake stand. Remove cheesecake from freezer, unwrap, and remove from metal bottom, then peel off parchment paper. Place cheesecake layer on top of the bottom layer of the red velvet cake. If the cheesecake is wider than the cake, and it is necessary to to trim it, wait approximately 10 minutes for the cheesecake to soften, then trim it with a knife. Place top layer of cake on top of the cheesecake, and coat with a generous layer of the cream cheese frosting to act as the crumb coat. Be careful not to get any red velvet crumbs in the bowl of frosting!"", 
""Refrigerate approximately 30 minutes, then frost with as much of the remaining frosting as necessary."", ""Top with shaved white chocolate and/or shaved dark chocolate. Refrigerate until ready to serve. (This cake doesn't have to stay in the fridge until immediately before serving - it's fine to let sit out 20-30 minutes!)."")"
377208,Grilled Caribbean Pound Cake Dessert,452940,2Bleu,PT4M,PT1M,PT5M,2009-06-15T12:21:00Z,Make and share this Grilled Caribbean Pound Cake Dessert recipe from Food.com.,character(0),Dessert,"c(""Fruit"", ""Caribbean"", ""Kid Friendly"", ""< 15 Mins"", ""Easy"")","c(""1/4"", ""4"", ""1"", ""2"", ""2"", ""2"")","c(""butter"", ""butter pecan ice cream"", ""mangoes"", ""papayas"")",4.5,2.0,346.8,14.1,8.2,98.1,216.5,52.0,4.8,26.8,3.7,8.0,,"c(""In a small bowl, mix rum and butter. Brush each slice of cake generously on both sides."", ""Grill about 2 minutes per side, turning with a spatula very carefully so it does not break apart."", ""Transfer to serving dishes and top with ice cream and mango/papaya slices."")"
313829,Karydopita Creme Caramel - Walnut Cake Creme Caramel,457690,ThatSouthernBelle,PT6H30M,PT20M,PT6H50M,2008-07-15T02:56:00Z,"From: New York’s 25: Taste Of Greece – Oct 16-Nov 18, 2006
&quot;At Avra, we mainly serve ‘nostalgic’ Greek cuisine, explains chef Fermin Chavez, &quot;the kind of food you might find in a Greek village or on an island. “But we allow ourselves creative license, just enough so that we are always considered Greek” adds manager Reno Christou.&quot; - Chef Fermin Chavez of Avra.

Prep time is a guess, Cook time includes chill time.",character(0),Gelatin,"c(""Dessert"", ""Greek"", ""European"")","c(""3"", ""1"", ""1"", ""8"", ""1"", ""1/2"", ""1/4"", ""4"", ""6"", ""1"", ""1"", ""3/4"", ""1"", ""1/2"", ""2"")","c(""water"", ""lemon juice"", ""sugar"", ""eggs"", ""sugar"", ""vanilla"", ""salt"", ""milk"", ""eggs"", ""sugar"", ""walnuts"", ""cinnamon"", ""clove"", ""baking powder"")",,,635.6,23.3,6.5,387.2,420.7,91.4,1.6,76.7,18.6,8.0,,"c(""Make the caramel: Place water, lemon juice, and sugar in a saucepan. Do not stir the liquid."", ""Bring to a boil until the syrup takes on a darkish-brown color."", ""Pour a layer of the syrup into a large cake mold or into small individual aluminum containers and allow to cool."", ""Make the cream: Bring the milk to a boil. In a separate bowl, lightly beat the eggs and the sugar adding in the salt and the vanilla."", ""Continue to beat the mixture while slowly adding the warm milk."", ""Pour the mixture into another bowl, passing it through a sifter to filter out any clumps."", 
""Skim out any foam left on the surface."", ""Layer the cake mold or evenly distribute into the individual forms."", ""Place molds into a deep pan and place in a water bath."", ""Bake at 350°F for 35 minutes."", ""Make the Karydopita: Beat eggs and sugar until lightly frothy."", ""In a separate bowl, mix the walnuts, bread crumb, cinnamon, cloves, and baking powder."", ""With a wooden spoon mix into the egg-sugar mixture, folding in all the ingredients."", ""Distribute evenly into the molds of the half-baked crème slowly in order not to disturb the consistency of the crème and continue to bake for another 35 minutes."", 
""Remove, cool to room temperature and chill for 5-6 hours."", ""To serve, place the molds into hot water to loosen and invert the mold onto the service plate. If only one large mold was used, pour half a cup of water into it and bring the remaining sugar syrup to a boil and pour over the cake."")"
125835,Almond Joy Cake With Creamy Coconut Butter Frosting,58104,Rita1652,,PT30M,PT30M,2005-06-13T18:44:00Z,"Chocolate, Almond, &amp; Coconut make up this 2 layer cake. One layers is the coconut layer and the other is chocolate almond. This is made for a crowd. You can make the whole cake or just each layer. If baking both cakes at once be sure to rotate them in the oven for even baking.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/58/35/picY2RqJs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/58/35/pic3oy0XA.jpg"")",Dessert,"c(""Coconut"", ""Fruit"", ""Nuts"", ""Sweet"", ""< 30 Mins"", ""For Large Groups"", ""Oven"")","c(""1"", ""1"", ""1"", ""1/2"", ""4"", ""1/4"", ""1"", ""1"", ""3/4"", ""1/2"", ""1/8"", ""4"", ""1/4"", ""2/3"", ""1/2"", ""1"", ""1"", ""2"", ""1/2"", ""1"")","c(""coconut pudding mix"", ""water"", ""eggs"", ""instant pistachio pudding mix"", ""water"", ""eggs"", ""butter"", ""salt"", ""vanilla extract"", ""confectioners' sugar"", ""coconut milk"", ""flaked coconut"")",5.0,3.0,558.7,26.1,8.6,75.6,472.8,78.1,1.1,64.2,4.6,,,"c(""Butter and dust with flour 2 9x13 pans."", ""Combine  the  first 6 ingredients for the Coconut cake Layer  in a mixing bowl and beat on medium speed for 3 minutes."", ""Pour into 1 of the prepared pan and bake for 30-45 minutes until toothpick comes out clean."", ""Cool at room temperature for 15 minutes."", ""Invert onto rack and brush 1/4 cup coconut rum over cooled cake."", ""Let sit for 1 hour."", ""Combine  the  first 6 ingredients for the Chocolate Almond cake Layer  in a mixing bowl and beat on medium speed for 3 minutes."", 
""Pour into prepared pan and bake for 30-45 minutes until toothpick comes out clean."", ""Cool at room temperature for 15 minutes."", ""Invert onto rack and brush 1/4 cup almond liqueur over cooled cake."", ""Let sit for 1 hour."", ""Meanwhile cream butter, salt, and extracts, beating until light and fluffy. Add sugar gradually, beating after each addition. Add milk, beating until smooth. Beat in additional  milk until desired spreading consistency is reached."", ""Frost cooled cake and garnish with toasted coconut!""
)"
117992,Cheesecake Dreams,47907,Lvs2Cook,PT40M,PT20M,PT1H,2005-04-19T10:47:00Z,Make and share this Cheesecake Dreams recipe from Food.com.,character(0),Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""Cheese"", ""< 60 Mins"")","c(""1/2"", ""1"", ""1/2"", ""1/3"", ""1"", ""1/4"", ""1"", ""2"", ""1"", ""1"")","c(""light brown sugar"", ""flour"", ""walnuts"", ""butter"", ""cream cheese"", ""sugar"", ""egg"", ""milk"", ""lemon juice"", ""vanilla"")",,,90.3,5.8,3.0,19.6,38.7,8.4,0.2,5.0,1.5,,32 cookies,"c(""Preheat oven to 350º.  Grease 8x8 baking pan."", ""In a smal bowl, mix first 3 ingredients.  Stir in melted butter until well combined.  Reserve 1/3 cup mixture.  Pat the remaining mixture into pan.  Bake 12 to 15 minutes."", ""Beat cream cheese and sugar in mixer bowl at medium speed until smooth.  Beat in remaining ingredients.  Pour over baked crust, sprinkle on remaining crumbs.  Bake 25 minutes until set.  Cool on wire rack."", ""When cool, cut into 2 inch squares.  Cut each square in half diagonally.  Store in refrigerator.""
)"
123748,Maple Cheesecake Bars With Maple Short-crust,174854,BirdyBaker,PT45M,PT45M,PT1H30M,2005-05-26T22:17:00Z,These bars oh so good and filled with so much maple goodness that they are addicting. I am a maple freak and these bars are perfect. Hope you enjoy them as much as I do. Cook time does not include chill time.,character(0),Cheesecake,"c(""Dessert"", ""Cheese"", ""Canadian"", ""Egg Free"", ""Kid Friendly"", ""Free Of..."", ""Spring"", ""Sweet"", ""Brunch"", ""Oven"", ""Refrigerator"", ""< 4 Hours"", ""Easy"")","c(""3/4"", ""1/3"", ""1/2"", ""2"", ""1/2"", ""1"", ""1/2"", ""2"", ""3/4"", ""1"", ""1"", ""2"")","c(""butter"", ""pure maple syrup"", ""pure vanilla extract"", ""all-purpose flour"", ""salt"", ""cream cheese"", ""sour cream"", ""eggs"", ""pure maple syrup"", ""pure vanilla extract"", ""lemon juice"", ""chocolate chips"")",,,6645.9,434.3,265.4,1338.6,3760.9,655.8,26.6,394.2,91.9,,1 9x13 pan,"c(""For Maple Short Crust:."", ""Cream butter.  Continue to beat, gradually add the maple syrup and vanilla.  Add the flour and salt, blend."", ""For the cheesecake:."", ""Preheat oven 400 degrees.  Press Rich Maple Short Crust into 9x13 pan with floured hands."", ""Pour melted chocolate over crust, set aside."", ""Beat cream cheese until light."", ""Beat in sour cream and then eggs one at a time."", ""Gradually beat in maple syrup followed by vanilla and lemon juice."", ""Slowly pour cheese mixture over chocolate.  Bake 15 minutes.  Reduce oven 350 and bake 30 minutes longer."", 
""Cool on wire rack, cover, chill before cutting into bars."")"
190450,Cappuccino Chocolate Cake,169430,Annacia,PT1H10M,PT10M,PT1H20M,2006-10-14T17:14:00Z,"Super easy and very tasty. I like to make this recipe using the mini angel food pans (like a muffin pan but with 6 small angel food forms per pan). They make very nice individual cakes. If you should do it this way you will, of course, have to shorten the baking time. Just keep an eye on them and they will be fine. Mine bake in about 35 mins.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picUu1EHW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picqHO3L3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picQ8n8Cl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picCX35uK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picVJu1wX.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/04/50/picbANiCi.jpg"")",Dessert,"c(""Sweet"", ""< 4 Hours"")","c(""3/4"", ""1/2"", ""1"", ""4"", ""1/2"", ""1/2"", ""1"", ""1"", ""2"", ""1/2"", ""2"", ""1"", ""1"", ""2"", ""1/4"", ""1/4"", ""3/4"", ""1"", ""1/3"", ""1"")","c(""honey"", ""sugar"", ""eggs"", ""milk"", ""sour cream"", ""Creme de Cacao"", ""Kahlua"", ""flour"", ""baking powder"", ""baking soda"", ""instant coffee"", ""cinnamon"", ""nutmeg"", ""ground cloves"", ""confectioners' sugar"", ""instant coffee"", ""Kahlua"")",5.0,6.0,379.1,19.7,5.2,80.5,203.5,45.4,2.0,25.7,5.9,12.0,,"c(""Mix all wet ingredients together and beat for 4 minutes with electric mixer."", ""Mix all dry ingredients together and add to wet mixture, mix well. Spread into greased and floured tube pan."", ""Bake at 325~F for 1 hour 10 minutes."", ""Coffee Kahlua Cream Glaze: Beat all ingredients until desired consistency and spoon over cool cake."")"
